,v,vw,o,c,h,l,t,n
146,11286603.0,20.9957,21.5,20.13,21.89,20.0,2021-02-25,81817
147,9259589.0,19.5713,19.8565,19.73,20.11,18.63,2021-02-26,63152
148,10290886.0,19.8285,20.08,19.52,20.34,19.435,2021-03-01,64169
149,7414929.0,19.8876,19.2,19.5,20.38,19.1538,2021-03-02,49800
150,7557164.0,20.1723,19.74,19.91,20.59,19.72,2021-03-03,53933
151,13253237.0,20.8897,20.378,20.98,21.58,19.98,2021-03-04,86050
152,13114610.0,22.3924,22.095,23.25,23.3,21.02,2021-03-05,88267
153,8328757.0,23.1685,23.6,23.17,23.85,22.485,2021-03-08,61858
154,9781444.0,22.1306,22.81,21.6,23.01,21.565,2021-03-09,64407
155,9020766.0,21.5352,21.75,21.63,21.86,21.08,2021-03-10,60783
156,7357052.0,21.9448,22.1073,21.89,22.2,21.6639,2021-03-11,44416
157,7688309.0,21.3061,22.1,21.23,22.14,20.98,2021-03-12,46039
158,6561801.0,21.2611,21.29,21.53,21.55,20.885,2021-03-15,45244
159,7563165.0,21.0015,21.0,20.75,21.43,20.705,2021-03-16,52380
160,8201258.0,20.7266,20.51,20.985,21.105,20.08,2021-03-17,49625
161,9486700.0,19.934,20.67,19.24,20.74,19.12,2021-03-18,56768
162,13697129.0,19.5077,19.19,19.48,19.885,18.83,2021-03-19,50908
163,6599948.0,18.9852,19.38,18.86,19.43,18.77,2021-03-22,44020
164,7285914.0,18.4246,18.22,18.275,18.97,17.9,2021-03-23,51541
165,7241828.0,18.9314,18.74,18.58,19.23,18.54,2021-03-24,49768
166,8270267.0,18.0418,17.9408,18.34,18.4168,17.45,2021-03-25,54518
167,9273258.0,18.4589,18.9,18.79,19.01,18.0,2021-03-26,60893
168,7505480.0,18.0408,18.45,17.96,18.57,17.65,2021-03-29,51107
169,6172492.0,17.6353,17.58,17.83,17.98,17.1,2021-03-30,42208
170,5195485.0,17.8393,17.68,17.9,18.07,17.57,2021-03-31,39434
171,10303913.0,18.5345,18.25,18.85,18.92,17.94,2021-04-01,62443
172,9746392.0,17.7595,18.81,17.54,18.81,17.37,2021-04-05,62287
173,6903806.0,17.9973,17.752,17.86,18.38,17.7212,2021-04-06,41981
174,6273957.0,18.0124,17.93,18.015,18.19,17.725,2021-04-07,35438
175,6176232.0,17.4681,17.86,17.55,17.86,17.22,2021-04-08,37578
176,6211323.0,17.324,17.5612,17.26,17.68,17.135,2021-04-09,36215
177,5602600.0,17.3397,17.5,17.25,17.81,17.1,2021-04-12,32674
178,5616578.0,17.3527,17.25,17.28,17.5899,17.17,2021-04-13,34531
179,8779553.0,18.1933,17.55,18.14,18.68,17.49,2021-04-14,50993
180,4932140.0,17.9853,18.1465,18.07,18.16,17.735,2021-04-15,32047
181,6245051.0,17.8282,18.1925,17.795,18.2731,17.585,2021-04-16,38624
182,4804206.0,18.0688,17.9,18.07,18.3891,17.78,2021-04-19,30065
183,10523149.0,17.0984,17.9531,17.0,18.04,16.755,2021-04-20,59644
184,5866422.0,17.0707,16.41,17.14,17.3,16.27,2021-04-21,35876
185,8087004.0,17.4619,17.1865,17.61,17.715,16.96,2021-04-22,45412
186,5749659.0,17.9888,17.5313,18.18,18.21,17.395,2021-04-23,35747
187,8056816.0,18.6162,18.13,18.65,18.85,18.07,2021-04-26,46016
188,6841285.0,18.9311,18.8,19.03,19.15,18.62,2021-04-27,34698
189,8665596.0,20.2932,19.27,20.49,20.66,19.21,2021-04-28,51252
190,6427747.0,20.7679,20.87,20.68,21.25,20.315,2021-04-29,46018
191,8839463.0,20.0947,20.3293,20.0,20.72,19.74,2021-04-30,49481
192,5872120.0,20.3594,20.29,20.46,20.55,19.9973,2021-05-03,38815
193,9097642.0,20.2081,20.63,20.18,20.86,19.86,2021-05-04,50381
194,7554459.0,21.0375,20.44,20.97,21.485,20.29,2021-05-05,50906
195,9019975.0,21.047,20.995,21.43,21.51,20.3401,2021-05-06,57743
196,8196721.0,21.2425,20.83,21.59,21.65,20.54,2021-05-07,50515
197,7194860.0,22.1384,22.0,21.89,22.48,21.82,2021-05-10,50373
198,7088069.0,21.0959,21.13,21.04,21.537,20.67,2021-05-11,46102
199,7241624.0,21.5997,21.4,21.13,22.235,21.045,2021-05-12,47513
200,6932706.0,20.5844,20.65,20.4,21.22,19.95,2021-05-13,47080
201,5557301.0,21.4061,20.7462,21.56,21.72,20.7462,2021-05-14,36344
202,8490697.0,21.9401,21.36,22.16,22.195,21.25,2021-05-17,45765
203,6683694.0,21.8385,22.25,21.67,22.41,21.55,2021-05-18,45454
204,6693341.0,20.787,20.7935,20.82,21.195,20.38,2021-05-19,43815
205,4197282.0,20.515,20.79,20.63,20.8216,20.25,2021-05-20,31044
206,6632829.0,20.9267,21.07,20.89,21.18,20.735,2021-05-21,36936
207,6504990.0,20.9242,21.18,20.88,21.2571,20.64,2021-05-24,38372
208,7527410.0,20.1708,20.774,19.94,20.95,19.87,2021-05-25,46215
209,5601983.0,20.2218,19.99,20.48,20.5115,19.82,2021-05-26,36971
210,6133670.0,20.7898,20.51,20.83,20.96,20.46,2021-05-27,36992
211,4630008.0,20.8028,21.0,20.8,21.05,20.62,2021-05-28,28049
212,11976950.0,22.7529,21.94,23.06,23.06,21.73,2021-06-01,68489
213,9445724.0,23.4659,23.21,23.52,23.86,22.75,2021-06-02,66467
214,6018235.0,23.2885,23.3042,23.26,23.52,22.96,2021-06-03,41003
215,6710594.0,23.4324,23.64,23.42,23.85,23.13,2021-06-04,38761
216,7719668.0,23.5458,23.77,23.42,24.3,23.3,2021-06-07,45633
217,8693005.0,23.0573,23.46,23.14,23.46,22.73,2021-06-08,53964
218,5763996.0,23.1402,23.26,22.84,23.58,22.79,2021-06-09,39668
219,7006824.0,22.8846,23.28,22.68,23.55,22.395,2021-06-10,44057
220,5809055.0,22.7118,22.79,22.63,23.09,22.525,2021-06-11,34822
221,6000463.0,22.6444,22.84,22.42,23.2,22.26,2021-06-14,34583
222,6587744.0,22.8089,22.58,22.86,23.06,22.47,2021-06-15,35689
223,7208258.0,22.5712,22.7668,22.57,22.935,22.3,2021-06-16,43460
224,10516950.0,21.2973,22.42,21.13,22.69,20.62,2021-06-17,65554
225,8158823.0,20.8141,20.77,20.65,21.375,20.4783,2021-06-18,45643
226,7390132.0,21.8908,21.24,22.16,22.21,20.97,2021-06-21,45338
227,5414560.0,21.9465,22.05,21.95,22.1489,21.73,2021-06-22,38596
228,5931215.0,22.2236,22.38,21.9,22.69,21.875,2021-06-23,40326
229,6218819.0,22.1241,21.96,22.26,22.3,21.54,2021-06-24,34941
230,8231015.0,22.1029,22.2,22.2,22.44,21.81,2021-06-25,43110
231,6877341.0,21.175,22.05,21.03,22.09,20.92,2021-06-28,49176
232,4590393.0,21.2148,21.28,21.03,21.59,20.96,2021-06-29,32205
233,4971368.0,21.5787,21.24,21.63,21.79,21.22,2021-06-30,30680
234,7975699.0,22.0438,22.41,21.92,22.61,21.7,2021-07-01,53127
235,4085924.0,21.5608,21.73,21.47,21.745,21.4299,2021-07-02,26424
236,5740175.0,20.7747,21.6919,20.54,21.6919,20.51,2021-07-06,39790
237,5890522.0,20.0777,20.678,20.05,20.94,19.535,2021-07-07,40487
238,6100775.0,19.9599,19.87,20.03,20.32,19.54,2021-07-08,38131
239,4254784.0,20.5136,20.41,20.57,20.71,20.03,2021-07-09,28970
240,3879006.0,20.3764,20.11,20.41,20.61,19.86,2021-07-12,26125
241,3838711.0,20.2541,20.375,20.17,20.5,20.005,2021-07-13,28406
242,9543617.0,19.4358,20.44,19.04,20.5811,18.79,2021-07-14,56535
243,9197409.0,18.6776,18.61,18.47,19.04,18.3,2021-07-15,44932
244,8576055.0,18.0604,18.7,17.98,18.74,17.87,2021-07-16,44977
245,10839650.0,17.1278,17.0135,17.21,17.6,16.93,2021-07-19,65778
246,9180747.0,17.3849,16.95,17.56,17.66,16.83,2021-07-20,54407
247,8640284.0,18.2846,17.6828,18.42,18.58,17.6828,2021-07-21,49006
248,9160722.0,18.2183,18.365,18.25,18.44,17.82,2021-07-22,39592
249,6257445.0,18.0825,18.32,18.21,18.4488,17.73,2021-07-23,39364
250,8706159.0,18.7807,18.23,18.84,18.98,18.22,2021-07-26,32017
251,8188195.0,18.5518,18.65,18.56,18.8,18.34,2021-07-27,33820
252,4937137.0,18.8716,18.75,19.04,19.27,18.4581,2021-07-28,32958
253,6301726.0,19.2186,19.48,19.08,19.53,19.04,2021-07-29,44995
254,6003400.0,18.6701,18.96,18.75,18.96,18.375,2021-07-30,42752
255,6985392.0,18.5714,18.81,18.28,19.33,18.27,2021-08-02,43239
256,9829366.0,18.5241,17.83,18.78,18.81,17.83,2021-08-03,53093
257,13805135.0,17.8833,18.2,17.75,18.39,17.63,2021-08-04,64544
258,9413381.0,17.959,17.34,18.06,18.37,17.34,2021-08-05,55936
259,6047720.0,18.3255,18.5,18.33,18.7,18.1,2021-08-06,40451
260,11899253.0,17.9203,17.94,17.91,18.19,17.55,2021-08-09,44510
261,6778719.0,18.8511,18.02,19.06,19.14,18.01,2021-08-10,41844
262,5712126.0,19.0249,18.925,19.23,19.25,18.6,2021-08-11,38019
263,8441694.0,18.8716,19.15,18.92,19.28,18.53,2021-08-12,31201
264,12243955.0,18.1117,18.98,17.88,18.99,17.86,2021-08-13,47445
265,7280888.0,17.2287,17.49,17.13,17.53,17.035,2021-08-16,43027
266,7127608.0,16.9648,16.88,16.87,17.29,16.79,2021-08-17,43371
